id;awardyear;category;awarddate;motivation;prizeamount;prizeamountadjusted
762;2002;The Nobel Peace Prize;2002-10-11;for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development;10000000;12252888
945;2017;The Nobel Prize in Chemistry;2017-10-04;for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution;9000000;9342577
565;1997;The Nobel Peace Prize;1997-10-10;for their work for the banning and clearing of anti-personnel mines;7500000;9746426
270;1988;The Nobel Prize in Chemistry;1988-10-19;for the determination of the three-dimensional structure of a photosynthetic reaction centre;2500000;4729931
15;1910;The Nobel Prize in Physics;NA;for his work on the equation of state for gases and liquids;140703;7259514
316;1926;The Nobel Prize in Physiology or Medicine;NA;for his discovery of the Spiroptera carcinoma;116960;3332487
24;1919;The Nobel Prize in Physics;NA;for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields;133127;2420376
614;1944;The Nobel Prize in Literature;NA;for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style;121841;2555983
756;2002;The Nobel Prize in Chemistry;2002-10-09;for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules;10000000;12252888
976;2019;The Nobel Prize in Chemistry;2019-10-09;for the development of lithium-ion batteries;9000000;9000000
66;1956;The Nobel Prize in Physics;NA;for their researches on semiconductors and their discovery of the transistor effect;200123;2748452
66;1972;The Nobel Prize in Physics;NA;for their jointly developed theory of superconductivity, usually called the BCS-theory;480000;3406394
711;1994;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1994-10-11;for their pioneering analysis of equilibria in the theory of non-cooperative games;7000000;9417195
227;1962;The Nobel Prize in Chemistry;NA;for their studies of the structures of globular proteins;257220;2888429
804;2006;The Nobel Prize in Physics;2006-10-03;for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation;10000000;11762169
266;1986;The Nobel Prize in Chemistry;1986-10-15;for their contributions concerning the dynamics of chemical elementary processes;2000000;4172678
56;1951;The Nobel Prize in Physics;NA;for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles;167612;2734798
247;1975;The Nobel Prize in Chemistry;1975-10-17;for his work on the stereochemistry of enzyme-catalyzed reactions;630000;3465908
752;2002;The Nobel Prize in Physiology or Medicine;2002-10-07;for their discoveries concerning genetic regulation of organ development and programmed cell death';10000000;12252888
288;1997;The Nobel Prize in Chemistry;1997-10-15;for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP);7500000;9746426
356;1954;The Nobel Prize in Physiology or Medicine;NA;for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue;181647;2688094
712;1994;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1994-10-11;for their pioneering analysis of equilibria in the theory of non-cooperative games;7000000;9417195
605;1932;The Nobel Prize in Literature;NA;for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>;171753;5375024
205;1946;The Nobel Prize in Chemistry;NA;for their preparation of enzymes and virus proteins in a pure form;121524;2549333
109;1977;The Nobel Prize in Physics;1977-10-11;for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems;700000;3136854
566;1998;The Nobel Peace Prize;1998-10-16;for their efforts to find a peaceful solution to the conflict in Northern Ireland;7600000;9889843
792;2005;The Nobel Prize in Physics;2005-10-04;for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique;10000000;11923798
314;1923;The Nobel Prize in Physiology or Medicine;NA;for the discovery of insulin;114935;3226631
903;2014;The Nobel Prize in Physiology or Medicine;NA;for their discoveries of cells that constitute a positioning system in the brain;8000000;8531844
291;1998;The Nobel Prize in Chemistry;1998-10-13;for his development of computational methods in quantum chemistry;7600000;9889843
681;1972;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1972-10-25;for their pioneering contributions to general economic equilibrium theory and welfare theory;480000;3406394
507;1946;The Nobel Peace Prize;1946-11-14;for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries;121524;2549333
427;1982;The Nobel Prize in Physiology or Medicine;1982-10-11;for their discoveries concerning prostaglandins and related biologically active substances;1150000;3158777
634;1962;The Nobel Prize in Literature;NA;for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception;257220;2888429
574;1904;The Nobel Prize in Literature;NA;in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama;140859;7908819
563;1996;The Nobel Peace Prize;1996-10-11;for their work towards a just and peaceful solution to the conflict in East Timor;7400000;9662517
675;1998;The Nobel Prize in Literature;NA;who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality;7600000;9889843
664;1987;The Nobel Prize in Literature;NA;for an all-embracing authorship, imbued with clarity of thought and poetic intensity;2175000;4352280
442;1990;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning organ and cell transplantation in the treatment of human disease;4000000;6443882
746;2001;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2001-10-10;for their analyses of markets with asymmetric information;10000000;12518033
337;1944;The Nobel Prize in Physiology or Medicine;NA;for their discoveries relating to the highly differentiated functions of single nerve fibres;121841;2555983
144;1993;The Nobel Prize in Physics;1993-10-13;for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation;6700000;9208279
433;1985;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the regulation of cholesterol metabolism;1800000;3913667
560;1995;The Nobel Peace Prize;1995-10-13;for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms;7200000;9446598
1008;2021;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2021-10-11;for their methodological contributions to the analysis of causal relationships;10000000;10000000
366;1958;The Nobel Prize in Physiology or Medicine;NA;for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria;214559;2694692
934;2016;The Nobel Peace Prize;2016-10-07;for his resolute efforts to bring the country's more than 50-year-long civil war to an end;8000000;8451577
627;1956;The Nobel Prize in Literature;NA;for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity;200123;2748452
862;2011;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the activation of innate immunity;10000000;10736783
309;1919;The Nobel Prize in Physiology or Medicine;NA;for his discoveries relating to immunity;133127;2420376
85;1965;The Nobel Prize in Physics;NA;for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles;282000;2833358
396;1970;The Nobel Prize in Physiology or Medicine;1970-10-15;for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation;400000;3235593
317;1927;The Nobel Prize in Physiology or Medicine;NA;for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica;126501;3658946
131;1987;The Nobel Prize in Physics;1987-10-14;for their important break-through in the discovery of superconductivity in ceramic materials;2175000;4352280
120;1981;The Nobel Prize in Physics;1981-10-19;for his contribution to the development of high-resolution electron spectroscopy;1000000;2982813
913;2014;The Nobel Peace Prize;2014-10-10;for their struggle against the suppression of children and young people and for the right of all children to education;8000000;8531844
586;1917;The Nobel Prize in Literature;1917-11-08;for his varied and rich poetry, which is inspired by lofty ideals;133823;3991689
321;1930;The Nobel Prize in Physiology or Medicine;NA;for his discovery of human blood groups;172947;5158685
400;1973;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning organization and elicitation of individual and social behaviour patterns;510000;3392300
228;1963;The Nobel Prize in Chemistry;NA;for their discoveries in the field of the chemistry and technology of high polymers;265000;2890771
278;1993;The Nobel Prize in Chemistry;1993-10-13;for his invention of the polymerase chain reaction (PCR) method;6700000;9208279
947;2017;The Nobel Prize in Literature;2017-10-05;who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world;9000000;9342577
386;1967;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the primary physiological and chemical visual processes in the eye;320000;2895166
257;1981;The Nobel Prize in Chemistry;1981-10-19;for their theories, developed independently, concerning the course of chemical reactions;1000000;2982813
121;1982;The Nobel Prize in Physics;1982-10-18;for his theory for critical phenomena in connection with phase transitions;1150000;3158777
682;1972;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1972-10-25;for their pioneering contributions to general economic equilibrium theory and welfare theory;480000;3406394
671;1994;The Nobel Prize in Literature;NA;who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today;7000000;9417195
725;2000;The Nobel Peace Prize;2000-10-13;for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular;9000000;11538617
943;2017;The Nobel Prize in Physics;2017-10-03;for decisive contributions to the LIGO detector and the observation of gravitational waves;9000000;9342577
473;1908;The Nobel Peace Prize;1908-12-10;for their long time work for the cause of peace as politicians, peace society leaders, orators and authors;139800;7212924
1000;2021;The Nobel Prize in Physics;2021-10-05;for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming;10000000;10000000
126;1985;The Nobel Prize in Physics;1985-10-16;for the discovery of the quantized Hall effect;1800000;3913667
589;1920;The Nobel Prize in Literature;NA;for his monumental work, <I>Growth of the Soil</I>;134100;2438066
749;2001;The Nobel Peace Prize;2001-10-12;for their work for a better organized and more peaceful world;10000000;12518033
757;2002;The Nobel Prize in Chemistry;2002-10-09;for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules;10000000;12252888
378;1964;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism;273000;2879320
401;1973;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning organization and elicitation of individual and social behaviour patterns;510000;3392300
850;2010;The Nobel Prize in Physics;2010-10-05;for groundbreaking experiments regarding the two-dimensional material graphene;10000000;11015580
211;1950;The Nobel Prize in Chemistry;NA;for their discovery and development of the diene synthesis;164304;3105508
758;2002;The Nobel Prize in Chemistry;2002-10-09;for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution;10000000;12252888
236;1968;The Nobel Prize in Chemistry;NA;for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes;350000;3107674
895;2013;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2013-10-14;for their empirical analysis of asset prices;8000000;8517568
21;1915;The Nobel Prize in Physics;1915-11-12;for their services in the analysis of crystal structure by means of X-rays;149223;6330371
694;1980;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1980-10-15;for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies;880000;2942067
531;1973;The Nobel Peace Prize;1973-10-17;for jointly having negotiated a cease fire in Vietnam in 1973;510000;3392300
523;1963;The Nobel Peace Prize;1963-10-10;for promoting the principles of the Geneva Convention and cooperation with the UN;265000;2890771
545;1983;The Nobel Peace Prize;1983-10-05;for non-violent struggle for free trade unions and human rights in Poland;1500000;3782695
735;2001;The Nobel Prize in Physiology or Medicine;2001-10-08;for their discoveries of key regulators of the cell cycle;10000000;12518033
97;1973;The Nobel Prize in Physics;1973-10-23;for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively;510000;3392300
484;1920;The Nobel Peace Prize;1920-12-10;for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations;134100;2438066
512;1951;The Nobel Peace Prize;NA;for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations;167612;2734798
132;1988;The Nobel Prize in Physics;1988-10-19;for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino;2500000;4729931
95;1972;The Nobel Prize in Physics;NA;for their jointly developed theory of superconductivity, usually called the BCS-theory;480000;3406394
820;2007;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2007-10-15;for having laid the foundations of mechanism design theory;10000000;11506932
686;1975;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1975-10-14;for their contributions to the theory of optimum allocation of resources;630000;3465908
200;1939;The Nobel Prize in Chemistry;NA;for his work on polymethylenes and higher terpenes;148822;4304564
516;1957;The Nobel Peace Prize;1957-10-03;for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis;208629;2746709
77;1962;The Nobel Prize in Physics;NA;for his pioneering theories for condensed matter, especially liquid helium;257220;2888429
870;2011;The Nobel Peace Prize;2011-10-07;for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work;10000000;10736783
775;2004;The Nobel Prize in Physiology or Medicine;2004-10-04;for their discoveries of odorant receptors and the organization of the olfactory system;10000000;11976161
217;1962;The Nobel Peace Prize;1963-10-10;for his fight against the nuclear arms race between East and West;257220;2888429
217;1954;The Nobel Prize in Chemistry;NA;for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances;181647;2688094
855;2010;The Nobel Peace Prize;2010-10-08;for his long and non-violent struggle for fundamental human rights in China;10000000;11015580
883;2012;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2012-10-15;for the theory of stable allocations and the practice of market design;8000000;8512821
510;1949;The Nobel Peace Prize;1949-10-12;for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war;156290;2983576
8;1904;The Nobel Prize in Physics;NA;for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies;140859;7908819
221;1957;The Nobel Prize in Chemistry;NA;for his work on nucleotides and nucleotide co-enzymes;208629;2746709
36;1929;The Nobel Prize in Physics;NA;for his discovery of the wave nature of electrons;172760;4996952
459;1998;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system;7600000;9889843
92;1970;The Nobel Prize in Physics;1970-10-27;for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics;400000;3235593
472;1907;The Nobel Peace Prize;1907-12-10;for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences;138796;7161123
993;2020;The Nobel Prize in Literature;2020-10-08;for her unmistakable poetic voice that with austere beauty makes individual existence universal;10000000;10000000
825;2008;The Nobel Prize in Physiology or Medicine;2008-10-06;for their discovery of human immunodeficiency virus;10000000;11124709
493;1927;The Nobel Peace Prize;1927-12-10;for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation;126501;3658946
607;1934;The Nobel Prize in Literature;NA;for his bold and ingenious revival of dramatic and scenic art;162608;5261333
89;1968;The Nobel Prize in Physics;NA;for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis;350000;3107674
239;1970;The Nobel Prize in Chemistry;1970-10-27;for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates;400000;3235593
977;2019;The Nobel Prize in Chemistry;2019-10-09;for the development of lithium-ion batteries;9000000;9000000
536;1976;The Nobel Peace Prize;1977-10-10;for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland;681000;3403217
827;2008;The Nobel Prize in Physics;2008-10-07;for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature;10000000;11124709
914;2014;The Nobel Peace Prize;2014-10-10;for their struggle against the suppression of children and young people and for the right of all children to education;8000000;8531844
233;1967;The Nobel Prize in Chemistry;NA;for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy;320000;2895166
29;1924;The Nobel Prize in Physics;NA;for his discoveries and research in the field of X-ray spectroscopy;116719;3276714
79;1963;The Nobel Prize in Physics;NA;for their discoveries concerning nuclear shell structure;265000;2890771
1005;2021;The Nobel Peace Prize;2021-10-07;for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace;10000000;10000000
6;1903;The Nobel Prize in Physics;NA;in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel;141358;7936836
6;1911;The Nobel Prize in Chemistry;NA;in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element;140695;7460743
282;1995;The Nobel Prize in Chemistry;1995-10-11;for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone;7200000;9446598
811;2007;The Nobel Prize in Physiology or Medicine;2007-10-08;for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells;10000000;11506932
854;2010;The Nobel Prize in Literature;2010-10-07;for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat;10000000;11015580
390;1968;The Nobel Prize in Physiology or Medicine;NA;for their interpretation of the genetic code and its function in protein synthesis;350000;3107674
830;2008;The Nobel Prize in Chemistry;2008-10-08;for the discovery and development of the green fluorescent protein, GFP;10000000;11124709
889;2013;The Nobel Prize in Chemistry;2013-10-09;for the development of multiscale models for complex chemical systems;8000000;8517568
147;1995;The Nobel Prize in Physics;1995-10-11;for the discovery of the tau lepton;7200000;9446598
524;1964;The Nobel Peace Prize;1964-10-14;for his non-violent struggle for civil rights for the Afro-American population;273000;2879320
451;1994;The Nobel Prize in Physiology or Medicine;1994-10-10;for their discovery of G-proteins and the role of these proteins in signal transduction in cells;7000000;9417195
100;1974;The Nobel Prize in Physics;1974-10-15;for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars;550000;3322627
159;1999;The Nobel Prize in Physics;1999-10-12;for elucidating the quantum structure of electroweak interactions in physics;7900000;10231411
833;2008;The Nobel Peace Prize;2008-10-10;for his important efforts, on several continents and over more than three decades, to resolve international conflicts;10000000;11124709
754;2002;The Nobel Prize in Physics;2002-10-08;for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos;10000000;12252888
702;1988;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1988-10-18;for his pioneering contributions to the theory of markets and efficient utilization of resources;2500000;4729931
581;1911;The Nobel Prize in Literature;NA;in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations;140695;7460743
374;1962;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material;257220;2888429
61;1954;The Nobel Prize in Physics;NA;for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction;181647;2688094
391;1969;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the replication mechanism and the genetic structure of viruses;375000;3239253
226;1962;The Nobel Prize in Chemistry;NA;for their studies of the structures of globular proteins;257220;2888429
23;1918;The Nobel Prize in Physics;NA;in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta;138198;2899121
352;1951;The Nobel Prize in Physiology or Medicine;NA;for his discoveries concerning yellow fever and how to combat it;167612;2734798
19;1914;The Nobel Prize in Physics;1915-11-11;for his discovery of the diffraction of X-rays by crystals;146900;7190567
904;2014;The Nobel Prize in Physiology or Medicine;NA;for their discoveries of cells that constitute a positioning system in the brain;8000000;8531844
568;1999;The Nobel Peace Prize;1999-10-15;in recognition of the organisation's pioneering humanitarian work on several continents;7900000;10231411
225;1961;The Nobel Prize in Chemistry;NA;for his research on the carbon dioxide assimilation in plants;250233;2930643
133;1988;The Nobel Prize in Physics;1988-10-19;for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino;2500000;4729931
539;1978;The Nobel Peace Prize;1978-10-27;for jointly having negotiated peace between Egypt and Israel in 1978;725000;2951013
705;1990;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1990-10-16;for their pioneering work in the theory of financial economics;4000000;6443882
986;2020;The Nobel Prize in Physiology or Medicine;2020-10-05;for the discovery of Hepatitis C virus;10000000;10000000
984;2019;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2019-10-14;for their experimental approach to alleviating global poverty;9000000;9000000
890;2013;The Nobel Prize in Chemistry;2013-10-09;for the development of multiscale models for complex chemical systems;8000000;8517568
939;2017;The Nobel Prize in Physiology or Medicine;NA;for their discoveries of molecular mechanisms controlling the circadian rhythm;9000000;9342577
432;1985;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning the regulation of cholesterol metabolism;1800000;3913667
279;1993;The Nobel Prize in Chemistry;1993-10-13;for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies;6700000;9208279
940;2017;The Nobel Prize in Physiology or Medicine;NA;for their discoveries of molecular mechanisms controlling the circadian rhythm;9000000;9342577
974;2019;The Nobel Prize in Physics;2019-10-08;for the discovery of an exoplanet orbiting a solar-type star;9000000;9000000
641;1967;The Nobel Prize in Literature;NA;for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America;320000;2895166
552;1990;The Nobel Peace Prize;1990-10-15;for the leading role he played in the radical changes in East-West relations;4000000;6443882
638;1965;The Nobel Prize in Literature;NA;for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people;282000;2833358
688;1976;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1976-10-14;for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy;681000;3403217
880;2012;The Nobel Prize in Literature;2012-10-11;who with hallucinatory realism merges folk tales, history and the contemporary;8000000;8512821
798;2005;The Nobel Peace Prize;2005-10-07;for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way;10000000;11923798
540;1979;The Nobel Peace Prize;1979-10-27;for her work for bringing help to suffering humanity;800000;3042231
809;2006;The Nobel Peace Prize;2006-10-13;for their efforts to create economic and social development from below;10000000;11762169
90;1969;The Nobel Prize in Physics;NA;for his contributions and discoveries concerning the classification of elementary particles and their interactions;375000;3239253
718;1997;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;1997-10-14;for a new method to determine the value of derivatives;7500000;9746426
967;2018;The Nobel Peace Prize;2018-10-05;for their efforts to end the use of sexual violence as a weapon of war and armed conflict;9000000;9163200
668;1991;The Nobel Prize in Literature;NA;who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity;6000000;8831149
665;1988;The Nobel Prize in Literature;NA;who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind;2500000;4729931
503;1938;The Nobel Peace Prize;1938-11-17;for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe;155077;4625656
495;1930;The Nobel Peace Prize;1930-12-10;for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality';172947;5158685
925;2015;The Nobel Peace Prize;2015-10-09;for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011;8000000;8536613
640;1966;The Nobel Prize in Literature;NA;for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength;300000;2835149
555;1993;The Nobel Peace Prize;1993-10-15;for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa;6700000;9208279
497;1931;The Nobel Peace Prize;1931-12-10;for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind;173206;5333069
118;1981;The Nobel Prize in Physics;1981-10-19;for their contribution to the development of laser spectroscopy;1000000;2982813
82;1964;The Nobel Prize in Physics;NA;for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle;273000;2879320
27;1922;The Nobel Prize in Physics;NA;for his services in the investigation of the structure of atoms and of the radiation emanating from them;122483;3203014
429;1984;The Nobel Prize in Physiology or Medicine;NA;for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies;1650000;3850672
295;1903;The Nobel Prize in Physiology or Medicine;NA;in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science;141358;7936836
402;1973;The Nobel Prize in Physiology or Medicine;NA;for their discoveries concerning organization and elicitation of individual and social behaviour patterns;510000;3392300
220;1956;The Nobel Prize in Chemistry;NA;for their researches into the mechanism of chemical reactions;200123;2748452
528;1970;The Nobel Peace Prize;1970-10-21;for having given a well-founded hope - the green revolution;400000;3235593
135;1989;The Nobel Prize in Physics;1989-10-12;for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks;3000000;5337372
196;1937;The Nobel Prize in Chemistry;NA;for his investigations on carbohydrates and vitamin C;158463;4801680
667;1990;The Nobel Prize in Literature;NA;for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity;4000000;6443882
238;1969;The Nobel Prize in Chemistry;NA;for their contributions to the development of the concept of conformation and its application in chemistry;375000;3239253
655;1979;The Nobel Prize in Literature;NA;for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness;800000;3042231
515;1954;The Nobel Peace Prize;1955-11-05;for its efforts to heal the wounds of war by providing help and protection to refugees all over the world;181647;2688094
515;1981;The Nobel Peace Prize;1981-10-14;for promoting the fundamental rights of refugees;1000000;2982813
979;2018;The Nobel Prize in Literature;2019-10-10;for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life;9000000;9000000
847;2009;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2009-10-12;for his analysis of economic governance, especially the boundaries of the firm;10000000;11157218
935;2016;The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel;2016-10-10;for their contributions to contract theory;8000000;8451577
813;2007;The Nobel Prize in Physiology or Medicine;2007-10-08;for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells;10000000;11506932
893;2013;The Nobel Peace Prize;2013-10-11;for its extensive efforts to eliminate chemical weapons;8000000;8517568
808;2006;The Nobel Prize in Literature;2006-10-12;who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures;10000000;11762169
829;2008;The Nobel Prize in Chemistry;2008-10-08;for the discovery and development of the green fluorescent protein, GFP;10000000;11124709
549;1987;The Nobel Peace Prize;1987-10-13;for his work for lasting peace in Central America;2175000;4352280
210;1950;The Nobel Prize in Chemistry;NA;for their discovery and development of the diene synthesis;164304;3105508
202;1944;The Nobel Prize in Chemistry;NA;for his discovery of the fission of heavy nuclei;121841;2555983
331;1936;The Nobel Prize in Physiology or Medicine;NA;for their discoveries relating to chemical transmission of nerve impulses;159850;5002519
312;1922;The Nobel Prize in Physiology or Medicine;NA;for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle;122483;3203014
48;1943;The Nobel Prize in Physics;NA;for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton;123691;2566588
169;1910;The Nobel Prize in Chemistry;NA;in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds;140703;7259514
322;1931;The Nobel Prize in Physiology or Medicine;NA;for his discovery of the nature and mode of action of the respiratory enzyme;173206;5333069
73;1959;The Nobel Prize in Physics;NA;for their discovery of the antiproton;220678;2753427
35;1928;The Nobel Prize in Physics;NA;for his work on the thermionic phenomenon and especially for the discovery of the law named after him;156939;4539342
645;1971;The Nobel Prize in Literature;NA;for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams;450000;3382087
622;1951;The Nobel Prize in Literature;NA;for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind;167612;2734798
53;1948;The Nobel Prize in Physics;NA;for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation;159773;3112313
912;2014;The Nobel Prize in Literature;2014-10-09;"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation";8000000;8531844
648;1973;The Nobel Prize in Literature;NA;for an epic and psychological narrative art which has introduced a new continent into literature;510000;3392300
